,N,P,K,temperature,humidity,ph,rainfall,label,Cluster
1061,44,54,51,43.360516,93.35191,6.941497,114.77807,papaya,Cluster 2
1062,41,51,54,26.83054,90.7538,6.864144,144.66565,papaya,Cluster 2
1063,58,64,53,30.420122,93.126595,6.5835285,75.95295,papaya,Cluster 0
1064,41,51,52,28.645555,93.226425,6.7517476,115.81639,papaya,Cluster 2
1065,44,58,51,32.500374,93.47889,6.8935094,71.737595,papaya,Cluster 2
1066,30,53,53,43.037144,94.64289,6.7207446,41.58566,papaya,Cluster 2
1067,53,54,52,30.107735,90.34547,6.8278127,75.24522,papaya,Cluster 0
1068,48,70,50,23.692122,93.61056,6.9122996,87.53394,papaya,Cluster 2
1069,61,47,45,35.676674,93.30642,6.5861073,141.33812,papaya,Cluster 3
1070,50,70,52,27.71949,94.438774,6.827306,82.83061,papaya,Cluster 0
1071,54,55,51,35.26825,92.38283,6.8217745,149.84882,papaya,Cluster 3
1072,61,65,53,23.168558,90.78821,6.656459,161.68921,papaya,Cluster 3
1073,46,50,54,33.08706,92.251976,6.770385,88.13007,papaya,Cluster 2
1074,57,48,54,37.46209,90.44968,6.9338098,172.34584,papaya,Cluster 3
1075,52,68,45,38.73219,94.73614,6.579441,218.14215,papaya,Cluster 3
1076,59,50,51,32.577206,92.74889,6.9279175,93.79428,papaya,Cluster 0
1077,55,45,50,38.382317,93.10378,6.985804,210.27353,papaya,Cluster 3
1078,63,69,46,42.936054,90.09448,6.6124296,234.84662,papaya,Cluster 3
1079,62,49,49,25.654922,92.74502,6.8133836,52.95478,papaya,Cluster 0
1080,34,65,51,37.588997,91.997406,6.9677596,159.65775,papaya,Cluster 3
1081,63,56,52,29.607187,93.156425,6.5739803,62.687107,papaya,Cluster 0
1082,42,63,54,25.34756,93.02871,6.803095,174.40123,papaya,Cluster 3
1083,39,57,51,25.930038,93.023575,6.9649553,241.8202,papaya,Cluster 3
1084,70,50,53,32.76796,94.57378,6.764213,240.4796,papaya,Cluster 3
1085,66,66,47,29.023281,90.203964,6.617703,126.806984,papaya,Cluster 0
1086,42,49,49,40.00439,90.17016,6.52711,92.118774,papaya,Cluster 2
1087,42,67,55,33.32316,91.25271,6.7096686,234.49663,papaya,Cluster 3
1088,46,68,53,31.227901,94.940216,6.62073,46.44279,papaya,Cluster 2
1089,46,58,50,26.683865,92.95854,6.5837603,62.506897,papaya,Cluster 2
1090,68,57,48,24.705284,90.14732,6.6764073,108.41032,papaya,Cluster 0
1091,52,46,53,38.201683,93.9738,6.751299,218.09088,papaya,Cluster 3
1092,50,50,55,36.567696,93.79504,6.867554,104.42186,papaya,Cluster 2
1093,68,55,54,26.053759,93.69112,6.74249,240.68639,papaya,Cluster 3
1094,52,60,45,31.299864,92.76039,6.9862285,54.7783,papaya,Cluster 0
1095,35,68,49,40.102077,94.351105,6.979102,149.12,papaya,Cluster 3
1096,30,50,55,38.589546,91.580765,6.825665,102.27082,papaya,Cluster 2
1097,53,56,49,41.3133,91.15088,6.617067,239.74275,papaya,Cluster 3
1098,45,70,55,37.03552,91.794304,6.5518928,188.51814,papaya,Cluster 3
1099,60,62,53,23.012402,91.073555,6.5988603,208.3358,papaya,Cluster 3
1100,31,8,34,26.762749,92.860565,6.4200187,224.59036,coconut,Cluster 3
1101,6,23,32,25.612944,94.31388,5.7400546,224.32068,coconut,Cluster 3
1102,38,14,33,28.130116,95.64808,5.686973,151.07619,coconut,Cluster 3
1103,14,23,26,25.028872,91.53721,6.2936625,179.82489,coconut,Cluster 3
1104,9,25,28,27.797977,99.64573,6.3819757,181.69423,coconut,Cluster 3
1105,23,7,32,29.25903,95.112946,5.542169,184.76245,coconut,Cluster 3
1106,38,8,26,27.101347,93.6998,5.5519633,150.95026,coconut,Cluster 2
1107,17,7,26,25.847263,90.9267,5.8607407,147.8889,coconut,Cluster 2
1108,1,24,31,26.585804,90.986176,5.558807,178.81161,coconut,Cluster 3
1109,34,24,28,28.385038,99.18844,5.5577116,189.67113,coconut,Cluster 3
1110,32,9,35,28.43647,91.81321,5.568366,145.54144,coconut,Cluster 2
1111,12,22,26,28.272982,96.93649,6.070718,198.82349,coconut,Cluster 3
1112,20,22,25,27.006485,96.46169,5.6278605,144.33313,coconut,Cluster 2
1113,38,5,31,27.635513,99.34855,6.3848844,157.91716,coconut,Cluster 3
1114,28,30,32,26.29645,99.65809,5.6858892,215.91951,coconut,Cluster 3
1115,31,8,31,27.1326,95.23798,6.2344584,204.72066,coconut,Cluster 3
1116,40,29,25,25.565678,97.61362,6.4431686,199.79364,coconut,Cluster 3
1117,19,9,28,25.949516,93.40549,5.842318,172.05405,coconut,Cluster 3
1118,0,14,28,28.033806,95.016304,5.955743,218.00557,coconut,Cluster 3
1119,23,27,28,29.128592,91.30925,5.7413673,157.23886,coconut,Cluster 2
1120,8,20,27,27.082825,97.00156,5.948343,171.75755,coconut,Cluster 3
1121,8,24,30,28.113214,90.01734,6.387068,172.48137,coconut,Cluster 3
1122,39,22,29,27.51363,94.18956,5.562912,156.67325,coconut,Cluster 3
1123,30,12,26,27.63835,95.48763,5.859719,205.54631,coconut,Cluster 3
1124,38,17,26,29.01257,94.01015,6.282955,150.05003,coconut,Cluster 2
1125,38,16,30,26.584139,95.78923,6.2544956,171.62624,coconut,Cluster 3
1126,28,22,35,28.289051,97.00397,5.973853,142.94032,coconut,Cluster 2
1127,8,11,28,28.691648,96.65249,6.0815682,178.96355,coconut,Cluster 3
1128,2,12,35,29.709312,96.30484,6.3746676,209.8454,coconut,Cluster 3
1129,29,12,34,27.148653,96.66355,6.027707,149.24335,coconut,Cluster 2
1130,10,14,34,29.28725,91.95615,5.868285,132.14912,coconut,Cluster 2
1131,30,8,29,25.06872,93.3141,6.2059317,134.8419,coconut,Cluster 2
1132,26,30,32,26.924496,91.20106,5.5707455,194.9022,coconut,Cluster 3
1133,7,18,32,28.278044,93.64761,6.095261,171.9458,coconut,Cluster 3
1134,7,16,30,29.180326,92.730415,6.0257897,204.96037,coconut,Cluster 3
1135,39,12,25,28.357508,91.645096,5.542874,160.7307,coconut,Cluster 3
1136,13,8,33,29.380726,93.27566,6.3662195,218.52419,coconut,Cluster 3
1137,19,21,30,25.39241,98.089516,5.579845,218.08038,coconut,Cluster 3
1138,4,16,28,26.312706,98.62048,5.804965,208.11813,coconut,Cluster 3
1139,17,14,31,29.525013,91.91185,6.1210055,194.31003,coconut,Cluster 3
1140,17,22,34,28.83215,92.17171,6.0002484,145.41724,coconut,Cluster 2
1141,26,8,26,28.48445,97.768654,5.8209786,160.38942,coconut,Cluster 3
1142,10,9,26,28.740133,93.39677,5.6207337,156.76508,coconut,Cluster 2
1143,19,10,35,25.008724,95.59224,6.0019364,165.80922,coconut,Cluster 3
1144,1,14,32,29.869083,91.14723,6.3057404,192.76785,coconut,Cluster 3
1145,24,12,33,27.542732,94.59086,6.362544,150.20122,coconut,Cluster 2
1146,35,10,27,26.521664,98.38228,5.5886555,144.62617,coconut,Cluster 2
1147,16,24,29,25.035124,95.8974,6.182233,174.79659,coconut,Cluster 3
1148,5,17,28,29.203949,95.669975,5.959493,211.25063,coconut,Cluster 3
1149,0,29,30,27.058264,91.1051,5.677283,224.7007,coconut,Cluster 3
1150,9,23,32,26.185524,96.96638,5.612123,135.41862,coconut,Cluster 2
1151,15,10,33,27.59377,92.4852,6.2060776,162.84328,coconut,Cluster 3
1152,35,6,31,25.760117,94.6583,5.764812,131.24515,coconut,Cluster 2
1153,31,15,26,28.87863,95.113205,6.2033763,145.05832,coconut,Cluster 2
1154,4,30,35,26.509087,94.484146,6.143663,199.87784,coconut,Cluster 3
1155,2,18,26,26.870377,91.725464,6.1004295,214.41289,coconut,Cluster 3
1156,36,10,32,27.572836,94.904854,5.70841,145.9299,coconut,Cluster 2
1157,21,26,30,28.059124,98.367096,5.868256,171.65164,coconut,Cluster 3
1158,26,10,30,29.516115,92.564926,6.461226,131.21162,coconut,Cluster 2
1159,14,22,30,28.963182,95.16334,6.165085,222.80301,coconut,Cluster 3
1160,30,25,35,25.098976,92.36099,6.0470443,157.75926,coconut,Cluster 3
1161,21,15,31,27.187227,92.199066,6.1371026,141.32205,coconut,Cluster 2
1162,40,17,33,29.030651,90.79094,5.894027,205.57204,coconut,Cluster 3
1163,6,26,25,27.754297,95.94644,5.562224,131.09001,coconut,Cluster 2
1164,0,21,34,27.311558,99.96906,5.832608,201.82587,coconut,Cluster 3
1165,16,23,27,28.84271,99.64329,6.2185717,224.40167,coconut,Cluster 3
1166,17,28,31,26.614235,96.97301,6.1420107,191.00668,coconut,Cluster 3
1167,12,25,25,29.701431,95.65755,6.0788074,215.19681,coconut,Cluster 3
1168,20,25,28,25.547598,91.641945,5.7024846,212.86763,coconut,Cluster 3
1169,15,16,32,26.379784,91.49883,5.547595,167.0471,coconut,Cluster 3
1170,4,25,35,27.459078,92.907364,5.8360753,142.143,coconut,Cluster 2
1171,22,25,33,27.022692,95.71935,6.2316628,147.16824,coconut,Cluster 2
1172,3,22,32,28.985453,90.73967,5.7181206,148.83984,coconut,Cluster 2
1173,7,17,30,26.105513,91.524216,5.8520384,134.12796,coconut,Cluster 2
1174,14,27,28,25.070724,95.02157,5.547933,192.90363,coconut,Cluster 3
1175,34,18,28,25.549633,96.927864,6.156259,191.29962,coconut,Cluster 3
1176,27,9,28,28.569735,95.67907,6.4363146,134.83704,coconut,Cluster 2
1177,30,14,30,26.070108,96.70362,5.9811697,143.53348,coconut,Cluster 2
1178,12,14,35,25.517914,94.38421,6.2719526,178.72977,coconut,Cluster 3
1179,1,12,28,25.949036,94.7386,6.4704657,144.1571,coconut,Cluster 2
1180,11,25,26,28.297476,95.41123,6.141502,182.44824,coconut,Cluster 3
1181,13,19,29,29.565493,91.408966,5.826381,224.83157,coconut,Cluster 3
1182,1,19,31,29.699524,95.21224,6.3424635,148.30037,coconut,Cluster 2
1183,14,28,28,26.14162,93.28415,6.0718975,195.4115,coconut,Cluster 3
1184,28,5,25,26.00175,94.79999,6.331052,209.5401,coconut,Cluster 3
1185,8,21,25,27.151161,91.48889,6.4131846,164.91823,coconut,Cluster 2
1186,0,27,25,28.973186,98.09861,5.50158,213.90111,coconut,Cluster 3
1187,17,15,27,26.139584,96.38581,6.338721,131.33879,coconut,Cluster 2
1188,5,27,31,25.516186,94.334656,6.015672,135.12724,coconut,Cluster 2
1189,35,10,28,27.558218,99.98187,5.7353644,174.62564,coconut,Cluster 3
1190,15,12,28,27.811329,97.48411,6.465906,154.06212,coconut,Cluster 2
1191,6,30,25,25.600336,99.72401,5.855458,165.82487,coconut,Cluster 3
1192,17,25,30,26.91642,99.84672,6.318553,225.63237,coconut,Cluster 3
1193,18,13,26,29.17979,90.27214,6.006785,188.9252,coconut,Cluster 3
1194,18,26,32,26.446001,98.29938,6.008386,221.22581,coconut,Cluster 3
1195,37,13,31,28.435728,95.88404,5.6657853,203.92838,coconut,Cluster 3
1196,13,22,35,28.940996,93.00109,5.7646155,191.77231,coconut,Cluster 3
1197,38,9,29,26.454887,93.450424,5.9014955,149.22203,coconut,Cluster 2
1198,18,19,33,25.794905,93.84151,5.7790327,152.42387,coconut,Cluster 2
1199,23,13,29,26.93142,98.80314,5.6715493,166.57129,coconut,Cluster 3
1200,134,40,19,24.402288,79.19732,7.2313247,90.80224,cotton,Cluster 0
1201,135,55,25,23.095957,84.862755,6.925412,71.295815,cotton,Cluster 0
1202,102,38,20,23.965635,76.97697,7.6334376,90.756165,cotton,Cluster 0
1203,102,42,23,24.88738,75.62137,6.8273544,89.760506,cotton,Cluster 0
1204,124,52,21,25.362438,83.63276,6.1767163,88.43619,cotton,Cluster 0
1205,114,55,24,24.69457,81.735886,6.6287227,78.584946,cotton,Cluster 0
1206,102,38,25,25.001719,80.53966,7.2568774,96.32601,cotton,Cluster 0
1207,135,50,16,22.459429,81.30681,6.443785,64.23026,cotton,Cluster 0
1208,100,44,22,23.60564,79.29573,7.7232404,72.49801,cotton,Cluster 0
1209,102,55,16,24.584532,79.12404,5.9474487,71.94608,cotton,Cluster 0
1210,124,44,15,23.086594,83.55546,7.2277455,71.840805,cotton,Cluster 0
1211,100,53,24,23.5001,83.63489,6.219469,79.81328,cotton,Cluster 0
1212,121,43,24,24.147295,75.88299,6.0214396,69.915634,cotton,Cluster 0
1213,135,44,21,24.693155,84.84422,6.2533436,89.79946,cotton,Cluster 0
1214,104,58,25,24.484692,84.44932,6.1874557,90.94343,cotton,Cluster 0
1215,128,52,25,24.491127,82.244156,7.0576935,64.029495,cotton,Cluster 0
1216,104,47,17,23.479868,81.73049,6.72045,86.76288,cotton,Cluster 0
1217,114,38,24,24.185862,76.04204,6.4316897,69.08057,cotton,Cluster 0
1218,113,58,17,25.007551,78.17952,7.4531064,86.06412,cotton,Cluster 0
1219,124,47,15,25.992374,77.05435,7.368258,89.11882,cotton,Cluster 0
1220,103,44,21,23.664574,81.69105,7.3524017,99.36898,cotton,Cluster 0
1221,109,39,20,25.668915,81.381035,6.6521435,78.595955,cotton,Cluster 0
1222,140,35,17,22.04613,84.62978,6.144632,86.00758,cotton,Cluster 0
1223,134,52,22,22.420475,84.557945,7.3188024,93.46596,cotton,Cluster 0
1224,112,59,19,25.031496,82.21277,7.9546294,95.019135,cotton,Cluster 0
1225,126,36,25,23.533714,77.21706,6.207652,87.54005,cotton,Cluster 0
1226,106,49,25,22.770763,82.59933,6.6310053,81.49544,cotton,Cluster 0
1227,140,43,25,25.498482,79.97516,7.3069186,67.059616,cotton,Cluster 0
1228,140,49,22,25.248678,83.46301,5.898293,86.555176,cotton,Cluster 0
1229,117,48,18,22.782495,77.51235,7.238567,64.61444,cotton,Cluster 0
1230,137,45,17,23.370443,77.43199,7.977651,71.6787,cotton,Cluster 0
1231,102,58,15,24.865608,78.22081,5.983076,79.568665,cotton,Cluster 0
1232,112,60,15,24.143862,84.515915,6.785724,80.36147,cotton,Cluster 0
1233,135,41,15,25.033003,79.043686,7.393441,97.10087,cotton,Cluster 0
1234,136,48,17,23.65724,84.47601,6.4860682,88.54479,cotton,Cluster 0
1235,132,39,24,25.543596,84.0923,7.175935,88.94245,cotton,Cluster 0
1236,113,36,16,22.00085,79.47271,7.388266,90.42224,cotton,Cluster 0
1237,134,44,18,23.643284,78.12587,6.105398,80.96157,cotton,Cluster 0
1238,129,41,17,23.96436,78.02763,6.4195366,84.631485,cotton,Cluster 0
1239,137,40,15,24.654257,75.63507,6.3075857,61.8298,cotton,Cluster 0
1240,105,60,17,24.3018,84.876686,6.9322147,65.02479,cotton,Cluster 0
1241,139,41,24,24.291449,81.024536,7.810866,90.41695,cotton,Cluster 0
1242,100,45,18,24.294703,84.61527,6.5275416,81.05902,cotton,Cluster 0
1243,116,52,18,25.7218,81.19666,7.5694547,99.93101,cotton,Cluster 0
1244,121,58,24,24.876637,76.30051,7.0410657,91.92235,cotton,Cluster 0
1245,115,60,25,22.606121,77.34264,7.2087955,75.13617,cotton,Cluster 0
1246,103,57,20,23.86814,75.683395,6.814342,90.45472,cotton,Cluster 0
1247,102,45,23,23.410225,76.43837,7.442217,78.822,cotton,Cluster 0
1248,133,41,24,24.964407,81.31677,6.854559,80.039955,cotton,Cluster 0
1249,126,53,23,25.168201,80.30352,7.8845506,84.62419,cotton,Cluster 0
1250,105,39,16,22.727673,77.07598,6.006086,77.551765,cotton,Cluster 0
1251,136,45,17,22.45146,76.25675,7.4320436,86.84998,cotton,Cluster 0
1252,112,40,17,23.049204,75.53835,6.498052,70.65644,cotton,Cluster 0
1253,111,56,16,25.292501,75.666534,6.2052636,62.641743,cotton,Cluster 0
1254,119,46,19,22.956041,82.33733,6.360812,66.48339,cotton,Cluster 0
1255,129,48,24,22.802132,84.14668,7.0466075,91.638954,cotton,Cluster 0
1256,112,58,23,23.542347,75.98203,7.9470115,84.12537,cotton,Cluster 0
1257,132,41,17,24.412123,80.80344,6.2819138,98.604576,cotton,Cluster 0
1258,114,57,15,22.942766,75.371704,6.114526,67.08022,cotton,Cluster 0
1259,116,39,16,25.53676,81.13669,6.7539783,95.42626,cotton,Cluster 0
1260,127,35,22,25.320238,81.79476,7.425041,83.465324,cotton,Cluster 0
1261,104,55,20,22.426733,81.534805,6.7451043,65.54476,cotton,Cluster 0
1262,116,47,18,25.785444,75.005394,7.6411166,91.39579,cotton,Cluster 0
1263,139,37,20,25.689596,77.90621,6.4701357,66.19427,cotton,Cluster 0
1264,135,58,16,22.145937,82.85976,7.0919924,60.653816,cotton,Cluster 0
1265,121,43,15,25.072786,82.50258,6.520404,93.51043,cotton,Cluster 0
1266,122,38,21,22.21507,76.17852,6.1279397,70.40558,cotton,Cluster 0
1267,125,57,21,23.964314,76.59176,7.9946795,76.130905,cotton,Cluster 0
1268,119,42,21,25.400593,76.53238,7.524708,62.513885,cotton,Cluster 0
1269,135,38,23,23.780512,83.03879,7.827878,66.26556,cotton,Cluster 0
1270,116,40,23,24.164022,76.74339,6.4366918,61.946262,cotton,Cluster 0
1271,116,42,18,25.314684,77.91757,5.907931,72.82902,cotton,Cluster 0
1272,100,35,18,22.603615,80.35091,6.135025,88.57395,cotton,Cluster 0
1273,119,52,18,22.953571,78.71556,6.0445566,99.753365,cotton,Cluster 0
1274,122,59,21,22.74447,80.41199,7.59782,90.073265,cotton,Cluster 0
1275,131,60,25,23.808346,83.91903,6.691268,70.97358,cotton,Cluster 0
1276,136,53,16,25.462288,81.56642,6.1754923,76.885826,cotton,Cluster 0
1277,134,52,15,25.967796,81.97904,7.272316,74.14169,cotton,Cluster 0
1278,120,53,23,25.530827,80.04663,5.8010473,99.39557,cotton,Cluster 0
1279,134,45,21,24.438475,81.69802,6.7574577,60.79646,cotton,Cluster 0
1280,123,50,17,23.03888,76.4704,6.9833956,90.647705,cotton,Cluster 0
1281,107,58,19,23.513086,76.72621,7.9768896,80.112724,cotton,Cluster 0
1282,122,54,17,22.758057,76.75768,6.5589027,97.76601,cotton,Cluster 0
1283,102,43,15,24.712526,77.72931,7.97909,85.24963,cotton,Cluster 0
1284,133,51,23,23.45969,82.44778,7.9035287,93.50153,cotton,Cluster 0
1285,110,51,19,25.550371,77.850555,6.7321095,78.584885,cotton,Cluster 0
1286,140,44,15,22.084583,82.82904,6.6916904,67.0646,cotton,Cluster 0
1287,139,51,24,24.688547,78.51207,7.8398495,69.31154,cotton,Cluster 0
1288,105,48,25,25.849972,84.16855,6.6144857,77.03421,cotton,Cluster 0
1289,103,60,18,22.460545,75.40989,7.4569716,71.85436,cotton,Cluster 0
1290,100,41,17,23.6563,77.52426,7.2942195,74.8985,cotton,Cluster 0
1291,119,49,25,22.008171,81.83896,7.762648,92.23645,cotton,Cluster 0
1292,126,36,20,24.326305,80.13457,6.363406,69.45072,cotton,Cluster 0
1293,110,60,23,22.92361,82.687386,7.637378,92.91915,cotton,Cluster 0
1294,100,49,23,23.438217,78.63389,6.200672,81.15072,cotton,Cluster 0
1295,132,37,24,22.10719,78.5832,6.36473,74.94137,cotton,Cluster 0
1296,135,44,18,23.03814,76.110214,6.9136786,91.49697,cotton,Cluster 0
1297,108,45,15,24.547953,75.39753,7.7662597,63.8808,cotton,Cluster 0
1298,118,40,23,23.73868,75.77504,7.556064,76.63669,cotton,Cluster 0
1299,124,39,18,22.31872,83.8613,7.2883773,65.35747,cotton,Cluster 0
1300,89,48,45,25.524689,72.248505,6.002525,151.887,jute,Cluster 3
1301,89,54,43,26.59105,82.94164,6.0334854,161.247,jute,Cluster 3
1302,80,57,37,25.297817,86.887054,7.1219335,196.62495,jute,Cluster 3
1303,90,58,35,25.721008,88.16514,6.2074594,175.60867,jute,Cluster 3
1304,85,39,35,23.584192,72.00461,6.0900607,190.42421,jute,Cluster 3
1305,77,35,36,25.310423,72.01364,6.346715,190.55775,jute,Cluster 3
1306,83,40,40,23.41799,85.0864,6.6619577,185.74467,jute,Cluster 3
1307,72,44,45,24.35564,88.80391,6.1768603,169.1168,jute,Cluster 3
1308,97,55,42,26.284018,75.1464,7.2518473,182.26854,jute,Cluster 3
1309,90,55,43,25.138428,83.12054,6.38626,169.33885,jute,Cluster 3
1310,80,50,39,24.886929,71.917114,7.3197355,150.24986,jute,Cluster 3
1311,61,35,40,25.757349,88.366684,6.025029,189.42635,jute,Cluster 3
1312,78,54,36,23.128443,74.68323,6.344752,199.83629,jute,Cluster 3
1313,98,39,40,24.994995,88.956924,7.0277796,151.49356,jute,Cluster 3
1314,84,41,44,25.216227,70.8826,7.2993045,195.86455,jute,Cluster 3
1315,85,47,35,24.397362,79.268616,7.014064,164.2697,jute,Cluster 3
1316,76,54,43,23.314104,71.450905,7.488014,164.49704,jute,Cluster 3
1317,88,49,39,25.726688,81.86172,6.626504,191.96494,jute,Cluster 3
1318,89,38,37,26.966564,78.21048,6.239011,169.83911,jute,Cluster 3
1319,67,42,39,23.704672,74.63745,6.742688,181.2784,jute,Cluster 3
1320,88,44,39,24.900757,73.841866,6.5880175,153.8991,jute,Cluster 3
1321,70,39,42,23.396057,72.605125,7.0975866,174.78764,jute,Cluster 3
1322,61,44,36,26.87484,79.787254,6.9566827,173.10172,jute,Cluster 3
1323,69,49,44,23.14265,74.9974,7.3803964,151.90355,jute,Cluster 3
1324,76,40,39,24.294966,77.62976,6.176619,184.98006,jute,Cluster 3
1325,98,44,36,24.394594,89.89107,6.5511303,197.12201,jute,Cluster 3
1326,88,38,41,25.762943,80.76238,6.4277267,174.50719,jute,Cluster 3
1327,91,35,39,25.487968,84.48236,6.7409477,168.78488,jute,Cluster 3
1328,84,47,43,25.371227,76.240364,6.1301365,183.82707,jute,Cluster 3
1329,84,59,36,26.213127,81.704765,6.6676335,180.12378,jute,Cluster 3
1330,78,47,35,24.307486,78.54341,6.1868143,186.23376,jute,Cluster 3
1331,85,48,39,23.765547,87.9833,6.334838,150.31662,jute,Cluster 3
1332,96,60,36,24.79853,78.53037,7.1621428,162.28474,jute,Cluster 3
1333,84,52,43,23.206835,74.09957,7.4223185,199.47668,jute,Cluster 3
1334,80,44,41,23.668055,70.89001,6.768001,184.46333,jute,Cluster 3
1335,81,36,42,25.124176,85.7253,6.3484416,159.57181,jute,Cluster 3
1336,95,49,42,23.89069,83.46409,6.097294,167.72307,jute,Cluster 3
1337,80,57,39,23.094337,81.45139,6.141329,196.6587,jute,Cluster 3
1338,78,48,41,24.217445,82.852844,7.479248,166.13658,jute,Cluster 3
1339,66,46,36,24.064756,71.31343,6.509175,153.63902,jute,Cluster 3
1340,69,42,37,24.854414,74.440704,6.5725613,175.57295,jute,Cluster 3
1341,61,60,44,26.419151,76.85691,7.1656966,197.21017,jute,Cluster 3
1342,75,51,39,24.893263,77.01222,7.207457,196.46999,jute,Cluster 3
1343,68,58,42,23.255835,82.70159,7.1243334,166.21608,jute,Cluster 3
1344,95,44,42,24.763453,87.060715,6.4635386,179.16309,jute,Cluster 3
1345,67,37,39,24.970427,78.626976,6.856833,166.64153,jute,Cluster 3
1346,88,42,36,26.127972,80.49173,7.132389,150.63269,jute,Cluster 3
1347,64,51,37,25.978258,81.6577,6.2353578,163.34882,jute,Cluster 3
1348,75,35,42,26.283056,73.357635,6.7042737,186.68983,jute,Cluster 3
1349,77,38,36,26.389053,83.3124,7.4333134,176.15164,jute,Cluster 3
1350,60,57,43,25.274633,73.74596,6.109478,168.04323,jute,Cluster 3
1351,95,59,38,23.094995,78.459595,7.095413,155.38515,jute,Cluster 3
1352,61,48,44,25.79352,81.76904,6.352077,193.24184,jute,Cluster 3
1353,100,58,42,23.174034,87.88255,6.65877,160.62173,jute,Cluster 3
1354,68,55,35,25.63215,79.95151,7.0518227,182.25822,jute,Cluster 3
1355,74,56,38,25.848795,87.81662,7.333143,152.61945,jute,Cluster 3
1356,91,47,45,26.567673,80.90424,6.352771,181.29156,jute,Cluster 3
1357,88,57,41,26.245321,72.971985,7.12405,189.97112,jute,Cluster 3
1358,67,51,39,26.91515,73.198975,6.9987874,177.22331,jute,Cluster 3
1359,73,40,36,24.369724,82.1132,6.5379148,159.9211,jute,Cluster 3
1360,69,55,43,25.719013,79.15533,7.1710544,187.17354,jute,Cluster 3
1361,98,47,37,25.011576,88.3313,7.228268,169.4168,jute,Cluster 3
1362,70,36,36,25.40786,76.44048,7.319952,188.63728,jute,Cluster 3
1363,62,39,40,23.28081,74.27608,6.6133413,153.74474,jute,Cluster 3
1364,67,36,42,23.986517,82.09053,6.096839,167.05765,jute,Cluster 3
1365,75,57,44,24.485565,83.2063,6.1325707,192.23163,jute,Cluster 3
1366,89,59,36,25.86705,84.09985,7.360085,154.83908,jute,Cluster 3
1367,100,59,41,23.564383,79.46283,7.321619,185.25948,jute,Cluster 3
1368,80,40,35,24.224876,74.89465,7.1751704,192.49312,jute,Cluster 3
1369,90,57,36,25.493868,86.97061,7.299076,176.52682,jute,Cluster 3
1370,73,48,37,24.971786,79.47558,6.8429666,195.75716,jute,Cluster 3
1371,100,45,43,24.80625,82.09282,6.3562956,156.36162,jute,Cluster 3
1372,90,37,38,23.16815,76.66725,6.5083427,157.1215,jute,Cluster 3
1373,76,58,35,24.251335,89.86454,7.098228,175.17421,jute,Cluster 3
1374,98,60,37,26.58361,78.00775,6.3107,154.82388,jute,Cluster 3
1375,90,38,39,26.824892,78.203926,7.0933285,153.91998,jute,Cluster 3
1376,68,46,41,25.496748,81.13449,6.6910744,169.92882,jute,Cluster 3
1377,74,49,37,24.098743,80.572266,6.187747,176.86041,jute,Cluster 3
1378,71,57,41,23.188667,86.209,6.491506,176.10368,jute,Cluster 3
1379,69,60,43,26.243475,78.510635,6.855363,183.40652,jute,Cluster 3
1380,75,40,43,23.750916,71.14783,7.124572,160.08896,jute,Cluster 3
1381,65,42,36,26.138716,79.1189,6.067302,171.48926,jute,Cluster 3
1382,79,60,37,26.145767,71.23691,6.4320517,193.10075,jute,Cluster 3
1383,62,59,39,26.916437,73.48656,6.253409,171.47163,jute,Cluster 3
1384,99,44,41,26.523296,77.17332,7.2873187,157.85486,jute,Cluster 3
1385,82,50,44,23.815796,80.94024,7.1618657,190.31221,jute,Cluster 3
1386,71,55,43,26.508387,86.84264,6.0658984,152.98016,jute,Cluster 3
1387,95,41,43,26.639524,70.95706,7.311077,199.33557,jute,Cluster 3
1388,68,57,40,23.325012,79.7961,6.5816936,187.30962,jute,Cluster 3
1389,77,35,35,26.475496,73.96165,6.732826,180.25136,jute,Cluster 3
1390,93,52,40,23.78756,74.36794,6.014572,172.64427,jute,Cluster 3
1391,71,43,39,25.499416,75.99988,6.6635594,193.71419,jute,Cluster 3
1392,75,45,44,23.249256,73.653465,6.434611,184.76749,jute,Cluster 3
1393,78,46,39,26.985823,89.05588,7.4327683,193.87787,jute,Cluster 3
1394,75,41,42,23.614754,86.14291,6.987333,150.23552,jute,Cluster 3
1395,77,47,41,23.874846,86.79261,6.718725,177.51472,jute,Cluster 3
1396,98,56,38,23.928879,88.07112,6.8802047,154.66087,jute,Cluster 3
1397,98,42,41,24.814413,81.68689,6.861069,190.78864,jute,Cluster 3
1398,68,53,43,24.44744,82.28648,6.7693453,190.96849,jute,Cluster 3
1399,65,45,39,26.574217,73.81995,7.261581,159.32231,jute,Cluster 3
1400,88,30,34,26.33378,57.3647,7.261314,191.65494,coffee,Cluster 3
1401,88,19,33,26.452885,55.322227,7.23507,144.68613,coffee,Cluster 0
1402,92,33,31,25.708227,52.886673,7.1891556,136.73251,coffee,Cluster 0
1403,109,29,35,24.128325,56.181076,6.4318995,147.27579,coffee,Cluster 0
1404,87,27,32,23.443724,60.395233,6.423211,122.21033,coffee,Cluster 0
1405,107,37,30,23.41237,52.269947,6.86972,139.36708,coffee,Cluster 0
1406,97,38,32,23.059519,50.406094,6.9738398,164.4972,coffee,Cluster 3
1407,82,38,33,23.078955,63.658615,7.1848016,129.87654,coffee,Cluster 0
